response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0455,0.0002,0.0000,0.0001,0.0451,0.0001,200,5.3910
0.0442,0.0001,0.0000,0.0000,0.0440,0.0000,200,5.3931
0.0400,0.0002,0.0000,0.0000,0.0396,0.0001,200,5.4065
0.0344,0.0002,0.0000,0.0001,0.0340,0.0001,200,5.4214
0.0372,0.0002,0.0000,0.0001,0.0368,0.0001,200,5.4296
0.0473,0.0001,0.0000,0.0000,0.0471,0.0001,200,5.4223
0.0364,0.0001,0.0000,0.0000,0.0361,0.0001,200,5.4373
0.0496,0.0002,0.0000,0.0001,0.0492,0.0001,200,5.4268
0.0443,0.0002,0.0000,0.0000,0.0440,0.0001,200,5.4365
0.0364,0.0002,0.0000,0.0001,0.0360,0.0001,200,5.4465
0.0490,0.0002,0.0000,0.0000,0.0487,0.0001,200,5.4365
0.0462,0.0002,0.0000,0.0000,0.0458,0.0001,200,5.4558
0.0367,0.0002,0.0000,0.0000,0.0364,0.0001,200,5.4669
0.0437,0.0001,0.0000,0.0001,0.0433,0.0001,200,5.4696
0.0350,0.0002,0.0000,0.0001,0.0347,0.0001,200,5.4808
0.0407,0.0002,0.0000,0.0001,0.0403,0.0001,200,5.4764
0.0456,0.0002,0.0000,0.0000,0.0452,0.0001,200,5.4737
0.0449,0.0001,0.0000,0.0000,0.0446,0.0001,200,5.4828
0.0456,0.0002,0.0000,0.0001,0.0452,0.0001,200,5.4855
0.0357,0.0001,0.0000,0.0001,0.0354,0.0001,200,5.5036
0.0425,0.0002,0.0000,0.0000,0.0421,0.0001,200,5.5019
0.0333,0.0001,0.0000,0.0001,0.0330,0.0001,200,5.5193
0.0430,0.0001,0.0000,0.0000,0.0427,0.0001,200,5.5158
0.0518,0.0002,0.0000,0.0001,0.0513,0.0001,200,5.5133
0.0347,0.0001,0.0000,0.0000,0.0344,0.0000,200,5.5311
0.0508,0.0001,0.0000,0.0000,0.0506,0.0001,200,5.5171
0.0404,0.0002,0.0000,0.0001,0.0400,0.0001,200,5.5277
0.0385,0.0002,0.0000,0.0001,0.0381,0.0001,200,5.5393
0.0423,0.0001,0.0000,0.0000,0.0419,0.0001,200,5.5444
0.0415,0.0002,0.0000,0.0000,0.0412,0.0001,200,5.5526
0.0360,0.0002,0.0000,0.0001,0.0356,0.0001,200,5.5588
0.0391,0.0001,0.0000,0.0000,0.0388,0.0001,200,5.5659
0.0424,0.0002,0.0000,0.0001,0.0420,0.0001,200,5.5651
0.0481,0.0001,0.0000,0.0000,0.0479,0.0001,200,5.5681
0.0483,0.0002,0.0000,0.0000,0.0479,0.0001,200,5.5679
0.0383,0.0002,0.0000,0.0001,0.0379,0.0001,200,5.5779
0.0383,0.0002,0.0000,0.0001,0.0378,0.0001,200,5.5867
0.0441,0.0002,0.0000,0.0000,0.0437,0.0001,200,5.5942
0.0345,0.0002,0.0000,0.0001,0.0341,0.0001,200,5.6075
0.0402,0.0002,0.0000,0.0000,0.0399,0.0001,200,5.6049
0.0505,0.0001,0.0000,0.0000,0.0503,0.0000,200,5.5949
0.0413,0.0002,0.0000,0.0000,0.0410,0.0001,200,5.6162
0.0414,0.0001,0.0000,0.0000,0.0411,0.0001,200,5.6162
0.0465,0.0001,0.0000,0.0000,0.0462,0.0001,200,5.6162
0.0385,0.0002,0.0000,0.0000,0.0382,0.0001,200,5.6251
0.0356,0.0002,0.0000,0.0001,0.0352,0.0001,200,5.6382
0.0377,0.0001,0.0000,0.0000,0.0373,0.0001,200,5.6451
0.0418,0.0001,0.0000,0.0000,0.0416,0.0001,200,5.6454
0.0491,0.0002,0.0000,0.0001,0.0488,0.0001,200,5.6420
0.0420,0.0002,0.0000,0.0000,0.0417,0.0001,200,5.6576
0.0427,0.0002,0.0000,0.0001,0.0423,0.0000,200,5.6575
0.0384,0.0001,0.0000,0.0000,0.0382,0.0000,200,5.6627
0.0429,0.0001,0.0000,0.0000,0.0425,0.0001,200,5.6635
0.0379,0.0002,0.0000,0.0001,0.0376,0.0001,200,5.6739
0.0425,0.0002,0.0000,0.0001,0.0422,0.0001,200,5.6828
0.0408,0.0001,0.0000,0.0000,0.0405,0.0001,200,5.6872
0.0440,0.0002,0.0000,0.0001,0.0437,0.0001,200,5.6911
0.0372,0.0001,0.0000,0.0000,0.0370,0.0001,200,5.7002
0.0375,0.0002,0.0000,0.0001,0.0370,0.0001,200,5.7064
0.0462,0.0001,0.0000,0.0000,0.0459,0.0001,200,5.7011
0.0359,0.0002,0.0000,0.0001,0.0356,0.0000,200,5.7118
0.0523,0.0002,0.0000,0.0001,0.0519,0.0001,200,5.6996
0.0453,0.0002,0.0000,0.0001,0.0449,0.0001,200,5.7253
0.0363,0.0002,0.0000,0.0001,0.0360,0.0000,200,5.7351
0.0466,0.0002,0.0000,0.0000,0.0463,0.0001,200,5.7281
0.0410,0.0001,0.0000,0.0001,0.0407,0.0001,200,5.7374
0.0382,0.0002,0.0000,0.0001,0.0377,0.0001,200,5.7439
0.0395,0.0002,0.0000,0.0001,0.0392,0.0001,200,5.7473
0.0368,0.0002,0.0000,0.0000,0.0365,0.0001,200,5.7519
0.0461,0.0001,0.0000,0.0000,0.0458,0.0001,200,5.7477
0.0351,0.0001,0.0000,0.0000,0.0348,0.0001,200,5.7747
0.0411,0.0001,0.0000,0.0000,0.0408,0.0001,200,5.7714
0.0356,0.0001,0.0000,0.0000,0.0354,0.0001,200,5.7785
0.0444,0.0002,0.0000,0.0000,0.0441,0.0000,200,5.7706
0.0430,0.0002,0.0000,0.0001,0.0426,0.0001,200,5.7821
0.0391,0.0002,0.0000,0.0000,0.0388,0.0001,200,5.7869
0.0386,0.0002,0.0000,0.0001,0.0382,0.0001,200,5.7938
0.0513,0.0001,0.0000,0.0000,0.0510,0.0001,200,5.7888
0.0384,0.0001,0.0000,0.0001,0.0380,0.0001,200,5.8125
0.0417,0.0002,0.0000,0.0001,0.0413,0.0001,200,5.8098
0.0415,0.0001,0.0000,0.0000,0.0412,0.0001,200,5.8150
0.0446,0.0001,0.0000,0.0000,0.0444,0.0001,200,5.8141
0.0407,0.0002,0.0000,0.0001,0.0403,0.0001,200,5.8251
0.0451,0.0001,0.0000,0.0000,0.0447,0.0001,200,5.8259
0.0429,0.0002,0.0000,0.0001,0.0425,0.0001,200,5.8324
0.0379,0.0002,0.0000,0.0001,0.0376,0.0001,200,5.8401
0.0350,0.0002,0.0000,0.0001,0.0346,0.0001,200,5.8509
0.0411,0.0001,0.0000,0.0000,0.0408,0.0001,200,5.8515
0.0385,0.0001,0.0000,0.0000,0.0382,0.0001,200,5.8565
0.0441,0.0001,0.0000,0.0000,0.0438,0.0001,200,5.8588
0.0411,0.0002,0.0000,0.0001,0.0406,0.0001,200,5.8658
0.0384,0.0002,0.0000,0.0001,0.0380,0.0001,200,5.8710
0.0393,0.0001,0.0000,0.0001,0.0389,0.0001,200,5.8753
0.0418,0.0001,0.0000,0.0000,0.0414,0.0001,200,5.8780
0.0353,0.0002,0.0000,0.0000,0.0350,0.0001,200,5.8926
0.0477,0.0002,0.0000,0.0001,0.0473,0.0001,200,5.8859
0.0371,0.0002,0.0000,0.0000,0.0367,0.0001,200,5.9094
0.0398,0.0002,0.0000,0.0001,0.0394,0.0001,200,5.9069
0.0524,0.0001,0.0000,0.0000,0.0522,0.0001,200,5.8950
0.0451,0.0002,0.0000,0.0001,0.0448,0.0000,200,5.9029
0.0429,0.0002,0.0000,0.0001,0.0425,0.0001,200,5.9146
0.0398,0.0002,0.0000,0.0001,0.0395,0.0001,200,5.9198
0.0416,0.0002,0.0000,0.0001,0.0412,0.0001,200,5.9279
0.0407,0.0001,0.0000,0.0000,0.0404,0.0001,200,5.9336
0.0361,0.0001,0.0000,0.0000,0.0359,0.0001,200,5.9481
0.0381,0.0002,0.0000,0.0000,0.0378,0.0000,200,5.9464
0.0422,0.0001,0.0000,0.0000,0.0420,0.0001,200,5.9467
0.0418,0.0001,0.0000,0.0000,0.0416,0.0000,200,5.9474
0.0425,0.0002,0.0000,0.0000,0.0422,0.0001,200,5.9575
0.0371,0.0002,0.0000,0.0000,0.0368,0.0001,200,5.9744
0.0526,0.0001,0.0000,0.0000,0.0523,0.0000,200,5.9596
0.0429,0.0002,0.0000,0.0001,0.0425,0.0000,200,5.9695
0.0409,0.0002,0.0000,0.0001,0.0405,0.0001,200,5.9842
0.0408,0.0001,0.0000,0.0000,0.0406,0.0000,200,5.9846
0.0380,0.0001,0.0000,0.0000,0.0378,0.0000,200,5.9889
0.0400,0.0001,0.0000,0.0000,0.0397,0.0001,200,5.9892
0.0389,0.0001,0.0000,0.0001,0.0385,0.0001,200,6.0001
0.0414,0.0002,0.0000,0.0000,0.0410,0.0001,200,6.0115
0.0456,0.0001,0.0000,0.0000,0.0454,0.0001,200,6.0124
0.0459,0.0001,0.0000,0.0000,0.0456,0.0001,200,6.0122
0.0378,0.0001,0.0000,0.0000,0.0376,0.0001,200,6.0270
0.0425,0.0002,0.0000,0.0001,0.0422,0.0001,200,6.0251
0.0441,0.0001,0.0000,0.0000,0.0439,0.0001,200,6.0254
0.0490,0.0002,0.0000,0.0000,0.0486,0.0001,200,6.0292
0.0419,0.0002,0.0000,0.0001,0.0415,0.0001,200,6.0390
0.0381,0.0002,0.0000,0.0001,0.0377,0.0001,200,6.0529
0.0459,0.0002,0.0000,0.0000,0.0455,0.0001,200,6.0581
0.0402,0.0002,0.0000,0.0001,0.0398,0.0000,200,6.0648
0.0478,0.0002,0.0000,0.0001,0.0474,0.0001,200,6.0580
0.0379,0.0001,0.0000,0.0000,0.0376,0.0000,200,6.0695
0.0478,0.0002,0.0000,0.0001,0.0474,0.0001,200,6.0676
0.0391,0.0002,0.0000,0.0001,0.0387,0.0001,200,6.0782
0.0452,0.0002,0.0000,0.0000,0.0448,0.0001,200,6.0809
0.0408,0.0002,0.0000,0.0001,0.0405,0.0001,200,6.0910
0.0396,0.0001,0.0000,0.0000,0.0394,0.0001,200,6.1050
0.0465,0.0002,0.0000,0.0001,0.0460,0.0001,200,6.1040
0.0376,0.0002,0.0000,0.0000,0.0373,0.0001,200,6.1154
0.0487,0.0001,0.0000,0.0000,0.0485,0.0001,200,6.1059
0.0389,0.0001,0.0000,0.0000,0.0386,0.0000,200,6.1173
0.0518,0.0001,0.0000,0.0000,0.0515,0.0001,200,6.1074
0.0360,0.0002,0.0000,0.0001,0.0356,0.0001,200,6.1260
0.0382,0.0001,0.0000,0.0000,0.0378,0.0001,200,6.1318
0.0418,0.0002,0.0000,0.0001,0.0414,0.0001,200,6.1446
0.0364,0.0001,0.0000,0.0000,0.0361,0.0001,200,6.1546
0.0405,0.0002,0.0000,0.0001,0.0401,0.0001,200,6.1531
0.0368,0.0002,0.0000,0.0001,0.0364,0.0001,200,6.1591
0.0482,0.0002,0.0000,0.0001,0.0477,0.0001,200,6.1504
0.0449,0.0001,0.0000,0.0000,0.0446,0.0001,200,6.1562
0.0376,0.0001,0.0000,0.0001,0.0372,0.0001,200,6.1700
0.0468,0.0002,0.0000,0.0001,0.0464,0.0000,200,6.1621
0.0352,0.0002,0.0000,0.0001,0.0348,0.0001,200,6.1910
0.0382,0.0002,0.0000,0.0001,0.0378,0.0001,200,6.1936
0.0499,0.0002,0.0000,0.0000,0.0495,0.0001,200,6.1865
0.0354,0.0001,0.0000,0.0001,0.0351,0.0001,200,6.2011
0.0361,0.0002,0.0000,0.0001,0.0356,0.0002,200,6.2076
0.0518,0.0001,0.0000,0.0000,0.0515,0.0001,200,6.1959
0.0511,0.0002,0.0000,0.0000,0.0507,0.0001,200,6.1986
0.0452,0.0001,0.0000,0.0000,0.0450,0.0001,200,6.2089
0.0365,0.0001,0.0000,0.0000,0.0362,0.0001,200,6.2365
0.0368,0.0002,0.0000,0.0000,0.0365,0.0000,200,6.2364
0.0473,0.0001,0.0000,0.0001,0.0470,0.0000,200,6.2262
0.0420,0.0002,0.0000,0.0000,0.0417,0.0000,200,6.2317
0.0379,0.0002,0.0000,0.0001,0.0374,0.0001,200,6.2437
0.0376,0.0002,0.0000,0.0001,0.0373,0.0001,200,6.2478
0.0447,0.0001,0.0000,0.0000,0.0444,0.0001,200,6.2497
0.0428,0.0002,0.0000,0.0001,0.0425,0.0001,200,6.2541
0.0366,0.0001,0.0000,0.0000,0.0364,0.0001,200,6.2737
0.0371,0.0001,0.0000,0.0000,0.0369,0.0000,200,6.2735
0.0465,0.0001,0.0000,0.0000,0.0462,0.0001,200,6.2732
0.0505,0.0002,0.0000,0.0001,0.0501,0.0001,200,6.2730
0.0459,0.0002,0.0000,0.0000,0.0456,0.0001,200,6.2817
0.0461,0.0002,0.0000,0.0001,0.0457,0.0001,200,6.2854
0.0405,0.0001,0.0000,0.0000,0.0402,0.0001,200,6.2969
0.0454,0.0002,0.0000,0.0001,0.0450,0.0001,200,6.2945
0.0419,0.0002,0.0000,0.0001,0.0415,0.0001,200,6.3103
0.0339,0.0002,0.0000,0.0001,0.0335,0.0001,200,6.3235
0.0479,0.0001,0.0000,0.0000,0.0477,0.0001,200,6.3106
0.0443,0.0002,0.0000,0.0001,0.0439,0.0001,200,6.3197
0.0346,0.0002,0.0000,0.0001,0.0342,0.0001,200,6.3315
0.0448,0.0002,0.0000,0.0001,0.0444,0.0001,200,6.3276
0.0389,0.0001,0.0000,0.0000,0.0386,0.0001,200,6.3399
0.0496,0.0002,0.0000,0.0001,0.0492,0.0001,200,6.3374
0.0449,0.0002,0.0000,0.0001,0.0445,0.0001,200,6.3522
0.0403,0.0002,0.0000,0.0001,0.0400,0.0000,200,6.3574
0.0345,0.0002,0.0000,0.0001,0.0341,0.0000,200,6.3640
0.0470,0.0001,0.0000,0.0000,0.0467,0.0001,200,6.3585
0.0381,0.0002,0.0000,0.0001,0.0377,0.0001,200,6.3725
0.0454,0.0002,0.0000,0.0000,0.0451,0.0001,200,6.3661
0.0431,0.0002,0.0000,0.0001,0.0427,0.0001,200,6.3788
0.0360,0.0002,0.0000,0.0001,0.0357,0.0001,200,6.3870
0.0396,0.0001,0.0000,0.0000,0.0394,0.0001,200,6.3977
0.0425,0.0002,0.0000,0.0000,0.0422,0.0001,200,6.3971
0.0413,0.0001,0.0000,0.0000,0.0411,0.0000,200,6.3985
0.0388,0.0002,0.0000,0.0001,0.0384,0.0001,200,6.4055
0.0445,0.0002,0.0000,0.0000,0.0442,0.0001,200,6.4106
0.0467,0.0001,0.0000,0.0000,0.0464,0.0001,200,6.4115
0.0459,0.0002,0.0000,0.0001,0.0455,0.0001,200,6.4219
0.0461,0.0001,0.0000,0.0001,0.0458,0.0001,200,6.4231
0.0384,0.0002,0.0000,0.0001,0.0379,0.0001,200,6.4373
0.0382,0.0001,0.0000,0.0000,0.0379,0.0001,200,6.4398
0.0396,0.0001,0.0000,0.0000,0.0394,0.0001,200,6.4396
0.0401,0.0002,0.0000,0.0000,0.0397,0.0001,200,6.4444
0.0477,0.0002,0.0000,0.0001,0.0473,0.0001,200,6.4551
0.0462,0.0002,0.0000,0.0000,0.0459,0.0001,200,6.4582
0.0406,0.0001,0.0000,0.0001,0.0402,0.0002,200,6.4692
0.0371,0.0002,0.0000,0.0001,0.0367,0.0001,200,6.4757
0.0355,0.0001,0.0000,0.0000,0.0352,0.0001,200,6.4793
0.0384,0.0001,0.0000,0.0000,0.0381,0.0001,200,6.4779
0.0533,0.0002,0.0000,0.0001,0.0530,0.0001,200,6.4678
0.0408,0.0002,0.0000,0.0001,0.0403,0.0001,200,6.4844
0.0398,0.0002,0.0000,0.0001,0.0394,0.0001,200,6.5028
0.0401,0.0001,0.0000,0.0000,0.0399,0.0001,200,6.5044
0.0377,0.0002,0.0000,0.0000,0.0373,0.0001,200,6.5148
0.0462,0.0002,0.0000,0.0001,0.0458,0.0001,200,6.5097
0.0383,0.0002,0.0000,0.0001,0.0379,0.0001,200,6.5212
0.0481,0.0002,0.0000,0.0001,0.0477,0.0001,200,6.5128
0.0492,0.0001,0.0000,0.0000,0.0489,0.0001,200,6.5164
0.0454,0.0002,0.0000,0.0001,0.0450,0.0001,200,6.5252
0.0376,0.0002,0.0000,0.0001,0.0372,0.0001,200,6.5426
0.0400,0.0002,0.0000,0.0001,0.0396,0.0001,200,6.5445
0.0445,0.0002,0.0000,0.0001,0.0440,0.0001,200,6.5524
0.0361,0.0002,0.0000,0.0000,0.0356,0.0001,200,6.5655
0.0473,0.0002,0.0000,0.0001,0.0469,0.0001,200,6.5595
0.0522,0.0002,0.0000,0.0001,0.0518,0.0000,200,6.5560
0.0388,0.0001,0.0000,0.0001,0.0385,0.0000,200,6.5706
0.0509,0.0001,0.0000,0.0000,0.0506,0.0001,200,6.5609
0.0379,0.0002,0.0000,0.0001,0.0376,0.0001,200,6.5801
0.0343,0.0001,0.0000,0.0000,0.0340,0.0000,200,6.5845
0.0385,0.0002,0.0000,0.0001,0.0381,0.0001,200,6.5970
0.0341,0.0001,0.0000,0.0000,0.0338,0.0001,200,6.6117
0.0458,0.0002,0.0000,0.0001,0.0454,0.0001,200,6.6016
0.0365,0.0001,0.0000,0.0000,0.0361,0.0001,200,6.6188
0.0486,0.0002,0.0000,0.0001,0.0483,0.0001,200,6.6067
0.0478,0.0001,0.0000,0.0000,0.0476,0.0000,200,6.6082
0.0485,0.0001,0.0000,0.0000,0.0483,0.0001,200,6.6094
0.0440,0.0002,0.0000,0.0001,0.0436,0.0001,200,6.6181
0.0386,0.0001,0.0000,0.0001,0.0382,0.0001,200,6.6354
0.0370,0.0002,0.0000,0.0001,0.0366,0.0001,200,6.6459
0.0408,0.0001,0.0000,0.0000,0.0405,0.0001,200,6.6474
0.0376,0.0002,0.0000,0.0001,0.0373,0.0001,200,6.6554
0.0374,0.0001,0.0000,0.0000,0.0371,0.0001,200,6.6579
0.0449,0.0001,0.0000,0.0000,0.0447,0.0001,200,6.6560
0.0390,0.0002,0.0000,0.0000,0.0387,0.0000,200,6.6621
0.0525,0.0002,0.0000,0.0001,0.0521,0.0001,200,6.6553
0.0441,0.0002,0.0000,0.0001,0.0437,0.0001,200,6.6740
0.0362,0.0002,0.0000,0.0000,0.0359,0.0001,200,6.6829
0.0384,0.0002,0.0000,0.0000,0.0380,0.0001,200,6.6882
0.0363,0.0003,0.0000,0.0001,0.0358,0.0001,200,6.6930
0.0373,0.0001,0.0000,0.0000,0.0371,0.0001,200,6.7011
0.0432,0.0001,0.0000,0.0000,0.0429,0.0000,200,6.6953
0.0477,0.0002,0.0000,0.0000,0.0472,0.0001,200,6.7009
0.0471,0.0002,0.0000,0.0001,0.0466,0.0001,200,6.7078
0.0428,0.0001,0.0000,0.0000,0.0425,0.0001,200,6.7191
0.0362,0.0002,0.0000,0.0000,0.0359,0.0000,200,6.7265
0.0390,0.0002,0.0000,0.0001,0.0386,0.0001,200,6.7293
0.0518,0.0002,0.0000,0.0001,0.0515,0.0001,200,6.7182
0.0374,0.0002,0.0000,0.0001,0.0370,0.0001,200,6.7384
0.0393,0.0001,0.0000,0.0000,0.0391,0.0001,200,6.7385
0.0455,0.0002,0.0000,0.0001,0.0451,0.0001,200,6.7486
0.0354,0.0002,0.0000,0.0000,0.0349,0.0001,200,6.7619
0.0474,0.0002,0.0000,0.0001,0.0469,0.0001,200,6.7549
0.0370,0.0001,0.0000,0.0000,0.0366,0.0001,200,6.7700
0.0442,0.0002,0.0000,0.0001,0.0438,0.0001,200,6.7684
0.0367,0.0001,0.0000,0.0000,0.0364,0.0001,200,6.7778
0.0520,0.0001,0.0000,0.0000,0.0518,0.0001,200,6.7627
0.0435,0.0002,0.0000,0.0000,0.0430,0.0001,200,6.7758
0.0355,0.0002,0.0000,0.0001,0.0350,0.0001,200,6.7941
0.0424,0.0001,0.0000,0.0000,0.0421,0.0001,200,6.7973
0.0435,0.0002,0.0000,0.0001,0.0431,0.0001,200,6.8023
0.0347,0.0002,0.0000,0.0001,0.0343,0.0002,200,6.8145
0.0381,0.0001,0.0000,0.0000,0.0378,0.0001,200,6.8148
0.0476,0.0002,0.0000,0.0001,0.0472,0.0001,200,6.8069
0.0383,0.0002,0.0000,0.0000,0.0380,0.0001,200,6.8193
0.0475,0.0002,0.0000,0.0001,0.0471,0.0001,200,6.8126
0.0411,0.0002,0.0000,0.0001,0.0407,0.0002,200,6.8296
0.0363,0.0002,0.0000,0.0000,0.0359,0.0001,200,6.8397
0.0387,0.0002,0.0000,0.0001,0.0382,0.0001,200,6.8529
0.0460,0.0002,0.0000,0.0001,0.0456,0.0001,200,6.8458
0.0431,0.0002,0.0000,0.0001,0.0427,0.0001,200,6.8493
0.0349,0.0001,0.0000,0.0000,0.0346,0.0000,200,6.8576
0.0429,0.0001,0.0000,0.0000,0.0426,0.0001,200,6.8545
0.0388,0.0002,0.0000,0.0001,0.0385,0.0000,200,6.8601
0.0434,0.0002,0.0000,0.0001,0.0429,0.0001,200,6.8707
0.0414,0.0002,0.0000,0.0001,0.0410,0.0001,200,6.8760
0.0375,0.0002,0.0000,0.0000,0.0371,0.0001,200,6.8916
0.0371,0.0001,0.0000,0.0000,0.0369,0.0000,200,6.8924
0.0394,0.0001,0.0000,0.0000,0.0392,0.0001,200,6.8924
0.0357,0.0002,0.0000,0.0001,0.0354,0.0000,200,6.8974
0.0440,0.0001,0.0000,0.0000,0.0437,0.0001,200,6.8989
0.0544,0.0001,0.0000,0.0000,0.0542,0.0001,200,6.8918
0.0417,0.0002,0.0000,0.0001,0.0414,0.0001,200,6.9141
0.0430,0.0002,0.0000,0.0001,0.0425,0.0002,200,6.9174
0.0375,0.0001,0.0000,0.0000,0.0372,0.0001,200,6.9294
0.0390,0.0002,0.0000,0.0001,0.0387,0.0001,200,6.9291
0.0360,0.0001,0.0000,0.0000,0.0358,0.0000,200,6.9331
0.0436,0.0001,0.0000,0.0000,0.0433,0.0001,200,6.9318
0.0450,0.0002,0.0000,0.0001,0.0446,0.0001,200,6.9429
0.0431,0.0002,0.0000,0.0000,0.0428,0.0000,200,6.9462
0.0483,0.0002,0.0000,0.0001,0.0479,0.0001,200,6.9558
0.0385,0.0002,0.0000,0.0001,0.0382,0.0001,200,6.9670
0.0414,0.0001,0.0000,0.0000,0.0410,0.0002,200,6.9682
0.0526,0.0003,0.0000,0.0001,0.0521,0.0001,200,6.9604
0.0424,0.0002,0.0000,0.0000,0.0420,0.0001,200,6.9754
0.0489,0.0001,0.0000,0.0000,0.0486,0.0001,200,6.9691
0.0483,0.0002,0.0000,0.0000,0.0480,0.0001,200,6.9880
0.0484,0.0001,0.0000,0.0000,0.0482,0.0000,200,6.9894
0.0387,0.0002,0.0000,0.0000,0.0383,0.0001,200,7.0041
0.0426,0.0001,0.0000,0.0000,0.0423,0.0001,200,7.0055
0.0476,0.0003,0.0000,0.0001,0.0471,0.0001,200,7.0096
0.0443,0.0002,0.0000,0.0001,0.0440,0.0001,200,7.0130
0.0442,0.0001,0.0000,0.0000,0.0440,0.0001,200,7.0179
0.0459,0.0002,0.0000,0.0000,0.0455,0.0001,200,7.0178
0.0446,0.0001,0.0000,0.0000,0.0443,0.0001,200,7.0377
0.0473,0.0002,0.0000,0.0001,0.0470,0.0001,200,7.0363
0.0459,0.0002,0.0000,0.0001,0.0455,0.0001,200,7.0428
0.0427,0.0001,0.0000,0.0001,0.0424,0.0001,200,7.0481
0.0442,0.0001,0.0000,0.0001,0.0438,0.0001,200,7.0573
0.0425,0.0002,0.0000,0.0001,0.0421,0.0001,200,7.0622
0.0502,0.0002,0.0000,0.0001,0.0498,0.0001,200,7.0572
0.0445,0.0001,0.0000,0.0000,0.0442,0.0001,200,7.0637
0.0411,0.0001,0.0000,0.0000,0.0408,0.0001,200,7.0836
0.0425,0.0002,0.0000,0.0001,0.0421,0.0001,200,7.0823
0.0475,0.0001,0.0000,0.0000,0.0472,0.0001,200,7.0908
0.0390,0.0002,0.0000,0.0001,0.0385,0.0001,200,7.1015
0.0523,0.0002,0.0000,0.0001,0.0520,0.0001,200,7.0888
0.0363,0.0002,0.0000,0.0000,0.0359,0.0001,200,7.1074
0.0393,0.0001,0.0000,0.0000,0.0391,0.0001,200,7.1082
0.0440,0.0002,0.0000,0.0001,0.0437,0.0000,200,7.1047
0.0466,0.0002,0.0000,0.0000,0.0463,0.0001,200,7.1247
0.0475,0.0001,0.0000,0.0000,0.0472,0.0001,200,7.1248
0.0330,0.0002,0.0000,0.0000,0.0326,0.0001,200,7.1475
0.0402,0.0001,0.0000,0.0000,0.0399,0.0001,200,7.1411
0.0330,0.0001,0.0000,0.0000,0.0328,0.0000,200,7.1488
0.0434,0.0002,0.0000,0.0000,0.0430,0.0001,200,7.1437
0.0513,0.0002,0.0000,0.0001,0.0508,0.0001,200,7.1384
0.0520,0.0002,0.0000,0.0000,0.0516,0.0001,200,7.1405
0.0353,0.0001,0.0000,0.0000,0.0350,0.0001,200,7.1723
0.0481,0.0001,0.0000,0.0000,0.0478,0.0001,200,7.1714
0.0324,0.0001,0.0000,0.0000,0.0321,0.0001,200,7.1871
0.0341,0.0002,0.0000,0.0000,0.0338,0.0001,200,7.1896
0.0507,0.0002,0.0000,0.0001,0.0503,0.0001,200,7.1805
0.0495,0.0001,0.0000,0.0000,0.0493,0.0001,200,7.1817
0.0505,0.0001,0.0000,0.0000,0.0503,0.0000,200,7.1813
0.0513,0.0001,0.0000,0.0000,0.0510,0.0001,200,7.1925
0.0417,0.0002,0.0000,0.0001,0.0413,0.0001,200,7.2076
0.0375,0.0002,0.0000,0.0000,0.0371,0.0001,200,7.2195
0.0376,0.0002,0.0000,0.0000,0.0373,0.0001,200,7.2195
0.0355,0.0001,0.0000,0.0000,0.0352,0.0001,200,7.2312
0.0349,0.0001,0.0000,0.0000,0.0346,0.0001,200,7.2319
0.0507,0.0002,0.0000,0.0001,0.0503,0.0001,200,7.2238
0.0499,0.0001,0.0000,0.0000,0.0496,0.0001,200,7.2312
0.0449,0.0002,0.0000,0.0001,0.0445,0.0001,200,7.2438
0.0404,0.0002,0.0000,0.0001,0.0400,0.0001,200,7.2493
0.0406,0.0001,0.0000,0.0000,0.0404,0.0001,200,7.2571
0.0512,0.0002,0.0000,0.0000,0.0508,0.0001,200,7.2570
0.0430,0.0002,0.0000,0.0000,0.0426,0.0001,200,7.2667
0.0434,0.0003,0.0000,0.0001,0.0429,0.0001,200,7.2745
0.0536,0.0002,0.0000,0.0000,0.0533,0.0001,200,7.2667
0.0478,0.0002,0.0000,0.0001,0.0474,0.0001,200,7.2811
0.0417,0.0002,0.0000,0.0001,0.0414,0.0000,200,7.2886
0.0423,0.0001,0.0000,0.0000,0.0421,0.0000,200,7.2897
0.0457,0.0002,0.0000,0.0001,0.0454,0.0001,200,7.2978
0.0459,0.0001,0.0000,0.0001,0.0455,0.0001,200,7.3082
0.0491,0.0001,0.0000,0.0000,0.0488,0.0001,200,7.3097
0.0427,0.0001,0.0000,0.0000,0.0424,0.0000,200,7.3179
0.0403,0.0001,0.0000,0.0000,0.0401,0.0000,200,7.3203
0.0452,0.0001,0.0000,0.0000,0.0449,0.0001,200,7.3304
0.0443,0.0001,0.0000,0.0000,0.0441,0.0001,200,7.3320
0.0492,0.0002,0.0000,0.0001,0.0488,0.0001,200,7.3290
0.0440,0.0002,0.0000,0.0001,0.0437,0.0001,200,7.3435
0.0396,0.0001,0.0000,0.0000,0.0393,0.0001,200,7.3606
0.0397,0.0001,0.0000,0.0000,0.0395,0.0000,200,7.3606
0.0422,0.0001,0.0000,0.0000,0.0419,0.0000,200,7.3588
0.0472,0.0003,0.0000,0.0001,0.0467,0.0001,200,7.3541
0.0414,0.0001,0.0000,0.0000,0.0411,0.0001,200,7.3764
0.0503,0.0002,0.0000,0.0001,0.0500,0.0001,200,7.3756
0.0487,0.0001,0.0000,0.0001,0.0484,0.0000,200,7.3781
